Datum,Markt,Produktgruppe,Produktuntergruppe,Produkt,Kennzahl,Preis,Wert,Einheit,Währung,Kostenkomponente,Verkaufsregion,Wertschöpfungsstufe,Wertschöpfungsstufe Detail,Aussenhandel,Produktherkunft,Produktionssystem,Produkteigenschaften,Verwendungsart,Datenart,Datenquelle
2022,"Brotgetreide, Mehl, Backwaren",Frischbrot,Halbweissbrot,"Halbweissbrot, bio, Durchschnitt",Preis,3.65,3.65,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz & nicht-Schweiz,Bio,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen, Basis Eigenerhebung Detailhandel Standardprodukte"
2022,Futtermittel,Getreide,Futtermais,"Futtermais, bio, CH",Preis,84.75,84.75,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Bio,NA,Futtermittel,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Eier,Schaleneier,"Konsumeier, roh","Freiland, roh, 6er-Packung, CH",Preis,61.95,61.95,Stück,Rappen,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz,Freiland,roh,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen, Basis Eigenerhebung Detailhandel Standardprodukte"
2022,Futtermittel,Getreide,Futtergerste,"Futtergerste, bio, CH",Preis,77.41,77.41,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Bio,NA,Futtermittel,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Futtermittel,Getreide,Futtergerste,"Futtergerste, bio, Richtpreis",Preis,78,78,100 kg,CHF,NA,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Bio,NA,Futtermittel,Richtpreis,Bio Suisse
2022,Futtermittel,Getreide,Futterhafer,"Futterhafer,  konv., CH",Preis,33.84,33.84,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Konventionell,NA,Futtermittel,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Eier,Schaleneier,"Schaleneier, AT","Freiland, AT, einfacher Mittelwert",Preis,19.22,19.22,Stück,Eurocent,exkl. MwSt,NA,Produktion,"Produktion, nicht weiter definiert",NA,Österreich,Freiland,roh,NA,"Realisierter Preis, einfacher Mittelwert",EU Kommission
2022,"Brotgetreide, Mehl, Backwaren",Weizen,Weizen,"Weizen, bio, Richtpreis",Preis,107.5,107.5,100 kg,CHF,NA,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Bio,NA,"Produkt für menschlichen Verzehr, nicht weiter definiert",Richtpreis,Bio Suisse
2022,Milch und Milchprodukte,Rohmilch,Rohmilch CH,"Milch CH, total",Preis,74.0398,74.0398,kg,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Region 2,NA,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Eier,Schaleneier,"Konsumeier, roh","Alle Produktionssysteme, roh, CH, gewichteter Mittelwert",Preis,62.79,62.79,Stück,Rappen,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz,"Boden, Freiland & Bio",roh,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen, Basis Eigenerhebung Detailhandel Standardprodukte"
2022,Eier,Schaleneier,"Konsumeier, gekocht","Bio, gekocht, CH",Preis,97.74,97.74,Stück,Rappen,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz,Bio,gekocht,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen, Basis Eigenerhebung Detailhandel Standardprodukte"
2022,Futtermittel,Getreide,Futterhafer,"Futterhafer,  konv., CH",Preis,33.95,33.95,100 kg,CHF,exkl. MwSt,Schweiz,Grosshandel/Verarbeitung,Franko Mühle,NA,NA,Konventionell,NA,Futtermittel,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,"Brotgetreide, Mehl, Backwaren",Frischbrot,Halbweissbrot,"Halbweissbrot 1kg, bio",Preis,2.75,2.75,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz & nicht-Schweiz,Bio,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen, Basis Eigenerhebung Detailhandel Standardprodukte"
2022,Futtermittel,Getreide,Futterweizen,"Futterweizen,  konv., CH",Preis,40.71,40.71,100 kg,CHF,exkl. MwSt,Schweiz,Grosshandel/Verarbeitung,Franko Mühle,NA,NA,Konventionell,NA,Futtermittel,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Futtermittel,Eiweisspflanzen,Eiweisserbsen,"Eiweisserbsen,  konv., CH",Preis,38.15,38.15,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Konventionell,NA,Futtermittel,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Eier,Schaleneier,"Konsumeier, roh","Freiland, roh, 10er-Packung, CH",Preis,53.81,53.81,Stück,Rappen,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz,Freiland,roh,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen, Basis Eigenerhebung Detailhandel Standardprodukte"
2022,Eier,Schaleneier,"Schaleneier, 50-53g","Bio, 50-53g",Preis,19.98,19.98,Stück,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Schweiz,Bio,roh,NA,"Realisierter Preis, gewichteter Mittelwert","BLW, Fachbereich Marktanalysen"
2022,"Brotgetreide, Mehl, Backwaren",Frischbrot,Halbweissbrot,"Halbweissbrot 250g, nicht bio",Preis,4.01,4.01,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz & nicht-Schweiz,Nicht-Bio,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen, Basis Eigenerhebung Detailhandel Standardprodukte"
2022,Eier,Schaleneier,"Konsumeier, roh","Alle Produktionssysteme, roh, 4er-Packung, CH, gewichteter Mittelwert",Preis,77.45,77.45,Stück,Rappen,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz,"Boden, Freiland & Bio",roh,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen, Basis Eigenerhebung Detailhandel Standardprodukte"
2022,"Brotgetreide, Mehl, Backwaren",Frischbrot,Halbweissbrot,"Halbweissbrot 250g, bio",Preis,4.9,4.9,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz & nicht-Schweiz,Bio,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen, Basis Eigenerhebung Detailhandel Standardprodukte"
2022,Eier,Schaleneier,"Konsumeier, roh","Bio, roh, 10er-Packung, CH",Preis,77.52,77.52,Stück,Rappen,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz,Bio,roh,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen, Basis Eigenerhebung Detailhandel Standardprodukte"
2022,Eier,Schaleneier,"Schaleneier, >73g","Boden, >73g",Preis,20.08,20.08,Stück,Eurocent,exkl. MwSt,Österreich,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Österreich,Boden,NA,NA,Realisierter Wert,AMA Österreich
2022,Eier,Schaleneier,"Schaleneier, NL","Freiland, NL, einfacher Mittelwert",Preis,13.6,13.6,Stück,Eurocent,exkl. MwSt,NA,Produktion,"Produktion, nicht weiter definiert",NA,Niederlande,Freiland,roh,NA,"Realisierter Preis, einfacher Mittelwert",EU Kommission
2022,Ölsaaten,Ölsaaten,Raps,"Rapssaat, HOLL-Raps, CH",Preis,121.51,121.51,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Konventionell,Hitzestabiles,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Ölsaaten,Ölsaaten,Raps,"Rapssaat, HOLL-Raps, IP, CH",Preis,119.95,119.95,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,IP Suisse,Hitzestabiles,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Ölsaaten,Ölsaaten,Sonnenblumen,"Sonnenblumen, HOLL",Preis,119.78,119.78,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Konventionell,Hitzestabiles,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Ölsaaten,Ölsaaten,Raps,"Rapssaat,  konv., CH",Preis,114.9,114.9,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Konventionell,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Ölsaaten,Ölsaaten,Sonnenblumen,"Sonnenblumen,  konv., CH",Preis,107.38,107.38,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Konventionell,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Eier,Schaleneier,"Konsumeier, roh","Boden, roh, Import",Preis,24.08,24.08,Stück,Rappen,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,Import,Nicht-Schweiz,Boden,roh,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen, Basis Eigenerhebung Detailhandel Standardprodukte"
2022,Eier,Schaleneier,"Konsumeier, roh","Bio, roh, CH",Preis,74.74,74.74,Stück,Rappen,inkl. MwSt,Schweiz,Gastrogrosshandel,Ab Gastrogrosshandel,NA,Schweiz,Bio,roh,Produkt für direkten menschlichen Verzehr ,Realisierter Wert,Grossopanel AG
2022,Ölsaaten,Ölsaaten,Sonnenblumen,"Sonnenblumenöl, nicht bio, CH",Preis,6.59,6.59,Liter,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz,Nicht-Bio,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen, Basis Eigenerhebung Detailhandel Standardprodukte"
2022,Milch und Milchprodukte,Joghurt,Joghurt nature,Joghurt nature,Preis,3.79,3.79,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz,Bio,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2022,Futtermittel,Eiweisspflanzen,Soja,"Sojaschrot,  konv., CH",Preis,79.28,79.28,100 kg,CHF,exkl. MwSt,Schweiz,Grosshandel/Verarbeitung,Franko Mühle,NA,NA,Konventionell,NA,Futtermittel,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Milch und Milchprodukte,Käse,Mozzarella,Mozzarella,Preis,14.57,14.57,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz,Bio,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2022,Eier,Schaleneier,"Schaleneier, 2. Klasse","Freiland, 2. Klasse",Preis,5.12,5.12,Stück,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Schweiz,Freiland,roh,NA,"Realisierter Preis, gewichteter Mittelwert","BLW, Fachbereich Marktanalysen"
2022,Milch und Milchprodukte,Rohmilch,Rohmilch CH,"Milch CH, total",Preis,73.4876,73.4876,kg,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Region 3,NA,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Milch und Milchprodukte,Milchpulver,Magermilchpulver,Magermilchpulver EU,Preis,3.69,3.69,kg,CHF,exkl. MwSt,EU-28,Grosshandel/Verarbeitung,Ab Verarbeitung/Industrie,NA,EU,NA,NA,"Produkt für menschlichen Verzehr, nicht weiter definiert",Realisierter Wert,EU Kommission
2022,"Brotgetreide, Mehl, Backwaren",Frischbrot,Ruchbrot,"Ruchbrot 1kg, bio",Preis,2.7,2.7,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz & nicht-Schweiz,Bio,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen, Basis Eigenerhebung Detailhandel Standardprodukte"
2022,Ölsaaten,Ölsaaten,Raps,"Rapssaat, IP, CH",Preis,114.43,114.43,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,IP Suisse,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Milch und Milchprodukte,Butter,Kochbutter,Kochbutter (Die Butter),Preis,14.18,14.18,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz,Konventionell,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2022,"Brotgetreide, Mehl, Backwaren",Frischbrot,Ruchbrot,"Ruchbrot 500g, nicht bio",Preis,2.62,2.62,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz & nicht-Schweiz,Nicht-Bio,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen, Basis Eigenerhebung Detailhandel Standardprodukte"
2022,Eier,Schaleneier,"Konsumeier, DE","Boden, 53-63g, 10er-Packung, DE",Preis,19.4,19.4,Stück,Eurocent,NA,Schweiz,Konsum,Konsum,NA,Deutschland,Boden,NA,NA,Realisierter Wert,BLE Deutschland
2022,Eier,Schaleneier,"Schaleneier, <50g","Boden, <50g",Preis,4.74,4.74,Stück,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Schweiz,Boden,roh,NA,"Realisierter Preis, gewichteter Mittelwert","BLW, Fachbereich Marktanalysen"
2022,"Brotgetreide, Mehl, Backwaren",Mehl,Mehl,"Mehl, nicht bio",Preis,1.05,1.05,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz & nicht-Schweiz,Nicht-Bio,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen, Basis Eigenerhebung Detailhandel Standardprodukte"
2022,Eier,Schaleneier,"Schaleneier, AT","Boden, 53-63g, AT",Preis,15.11,15.11,Stück,Eurocent,exkl. MwSt,Österreich,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Österreich,Boden,NA,NA,Realisierter Wert,AMA Österreich
2022,Ölsaaten,Ölsaaten,Sonnenblumen,"Sonnenblumen, bio Knospe, CH",Preis,151.24,151.24,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Bio,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Milch und Milchprodukte,Milchpulver,Magermilchpulver,Magermilchpulver,Preis,4.49,4.49,kg,CHF,exkl. MwSt,Schweiz,Grosshandel/Verarbeitung,Ab Verarbeitung/Industrie,NA,Schweiz,Konventionell,NA,"Produkt für menschlichen Verzehr, nicht weiter definiert",Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Milch und Milchprodukte,Rohmilch,Rohmilch CH,Milch für Tilsiter,Preis,74.517,74.517,kg,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Schweiz,Konventionell,NA,Segment A,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Ölsaaten,Ölsaaten,Raps,"Rapssaat, bio Knospe, CH",Preis,214.48,214.48,100 kg,CHF,exkl. MwSt,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Bio,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,"Brotgetreide, Mehl, Backwaren",Mehl,Zopfmehl,"Zopfmehl, nicht bio",Preis,2.08,2.08,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz & nicht-Schweiz,Nicht-Bio,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen, Basis Eigenerhebung Detailhandel Standardprodukte"
2022,Eier,Schaleneier,"Schaleneier, AT","Boden, AT, einfacher Mittelwert",Preis,15.3,15.3,Stück,Eurocent,exkl. MwSt,NA,Produktion,"Produktion, nicht weiter definiert",NA,Österreich,Boden,roh,NA,"Realisierter Preis, einfacher Mittelwert",EU Kommission
2022,Eier,Schaleneier,"Schaleneier, total, CH","Bio, gewichteter Mittelwert",Preis,44.3,44.3,Stück,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Schweiz,Bio,roh,NA,"Realisierter Preis, gewichteter Mittelwert","BLW, Fachbereich Marktanalysen"
2022,Milch und Milchprodukte,Rahm,Kaffeerahm,Kaffeerahm UHT 15%,Preis,3.72,3.72,Liter,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz,Konventionell,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2022,Ölsaaten,Ölsaaten,Raps,"Rapsöl, nicht bio, CH",Preis,6,6,Liter,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz,Nicht-Bio,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen, Basis Eigenerhebung Detailhandel Standardprodukte"
2022,Milch und Milchprodukte,Käse,Gruyère,Gruyère,Preis,24.34,24.34,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz,Bio,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2022,"Brotgetreide, Mehl, Backwaren",Mehl,Halbweissmehl,"Halbweissmehl, nicht bio",Preis,2.13,2.13,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz & nicht-Schweiz,Nicht-Bio,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen, Basis Eigenerhebung Detailhandel Standardprodukte"
2022,Milch und Milchprodukte,Joghurt,Joghurt andere Früchte,Fruchtjoghurt,Preis,3.23,3.23,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz,Konventionell,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2022,Eier,Schaleneier,"Schaleneier, >73g","Freiland, >73g",Preis,25.84,25.84,Stück,Eurocent,exkl. MwSt,Österreich,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Österreich,Freiland,NA,NA,Realisierter Wert,AMA Österreich
2022,Eier,Schaleneier,"Schaleneier, <50g","Bio, <50g",Preis,10.74,10.74,Stück,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Schweiz,Bio,roh,NA,"Realisierter Preis, gewichteter Mittelwert","BLW, Fachbereich Marktanalysen"
2022,Futtermittel,Eiweisspflanzen,Ackerbohnen,"Ackerbohnen, bio, Richtpreis",Preis,98,98,100 kg,CHF,NA,Schweiz,Produktion,Ab Sammelstelle (Stufe Produktion),NA,Schweiz,Bio,NA,Futtermittel,Richtpreis,Bio Suisse
2022,Milch und Milchprodukte,Rohmilch,Rohmilch CH,Milch für Gruyère,Preis,86.7235,86.7235,kg,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Schweiz,Konventionell,NA,Segment A,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Milch und Milchprodukte,Rohmilch,Rohmilch CH,"Biomilch, total",Preis,87.3915,87.3915,kg,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Region 4,Bio,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Eier,Schaleneier,"Schaleneier, 2. Klasse","Bio, 2. Klasse",Preis,10.65,10.65,Stück,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Schweiz,Bio,roh,NA,"Realisierter Preis, gewichteter Mittelwert","BLW, Fachbereich Marktanalysen"
2022,Futtermittel,Getreide,Weizenkleie/Krüsch,"Weizenkleie/Krüsch,  konv., CH",Preis,30.31,30.31,100 kg,CHF,exkl. MwSt,Schweiz,Grosshandel/Verarbeitung,Franko Mühle,NA,NA,Konventionell,NA,Futtermittel,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Eier,Schaleneier,"Schaleneier, 50-53g","Freiland, 50-53g",Preis,10.56,10.56,Stück,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Schweiz,Freiland,roh,NA,"Realisierter Preis, gewichteter Mittelwert","BLW, Fachbereich Marktanalysen"
2022,Milch und Milchprodukte,Rohmilch,Rohmilch CH,Gewerblich verkäste Milch (konv.),Preis,87.8111,87.8111,kg,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Region 1,Konventionell,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,"Brotgetreide, Mehl, Backwaren",Frischbrot,Ruchbrot,"Ruchbrot, nicht bio, Durchschnitt",Preis,2.4,2.4,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz & nicht-Schweiz,Nicht-Bio,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen, Basis Eigenerhebung Detailhandel Standardprodukte"
2022,Milch und Milchprodukte,Käse,Mozzarella,Mozzarella,Preis,10.27,10.27,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz,Konventionell,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2022,Eier,Schaleneier,"Konsumeier, gekocht","Boden, gekocht, Import",Preis,32.21,32.21,Stück,Rappen,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,Import,Nicht-Schweiz,Boden,gekocht,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen, Basis Eigenerhebung Detailhandel Standardprodukte"
2022,Futtermittel,Getreide,Ölsaaten,"Rapskuchen,  konv., CH",Preis,41.72,41.72,100 kg,CHF,exkl. MwSt,Schweiz,Grosshandel/Verarbeitung,Franko Mühle,NA,NA,Konventionell,NA,Futtermittel,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Milch und Milchprodukte,Käse,Hüttenkäse,Hüttenkäse nature 15%,Preis,8.61,8.61,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz,Konventionell,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2022,Milch und Milchprodukte,Rohmilch,Rohmilch CH,"Biomilch, total",Preis,88.0533,88.0533,kg,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Schweiz,Bio,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Milch und Milchprodukte,Rohmilch,Rohmilch CH,"Milch CH, total",Preis,80.9927,80.9927,kg,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Region 1,NA,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Futtermittel,Getreide,Triticale,"Triticale,  konv, CH",Preis,39.4,39.4,100 kg,CHF,exkl. MwSt,Schweiz,Grosshandel/Verarbeitung,Franko Mühle,NA,NA,Konventionell,NA,Futtermittel,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Milch und Milchprodukte,Rohmilch,Rohmilch CH,"Biomilch, total",Preis,88.4198,88.4198,kg,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Region 2,Bio,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Futtermittel,Getreide,Raps,"Rapsschrot,  konv., CH",Preis,42.99,42.99,100 kg,CHF,exkl. MwSt,Schweiz,Grosshandel/Verarbeitung,Franko Mühle,NA,NA,Konventionell,NA,Futtermittel,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Milch und Milchprodukte,Rohmilch,Rohmilch CH,Gewerblich verkäste Milch (konv.),Preis,74.8073,74.8073,kg,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Region 2,Konventionell,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,"Brotgetreide, Mehl, Backwaren",Mehl,Ruchmehl,"Ruchmehl, bio",Preis,2.95,2.95,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz & nicht-Schweiz,Bio,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen, Basis Eigenerhebung Detailhandel Standardprodukte"
2022,Milch und Milchprodukte,Konsummilch,Vollmilch,Vollmilch Past,Preis,1.87,1.87,Liter,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz,Bio,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2022,"Brotgetreide, Mehl, Backwaren",Mehl,Vollkornmehl,"Vollkornmehl, bio",Preis,2.95,2.95,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz & nicht-Schweiz,Bio,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen, Basis Eigenerhebung Detailhandel Standardprodukte"
2022,"Brotgetreide, Mehl, Backwaren",Mehl,Weissmehl,"Weissmehl, bio",Preis,3.03,3.03,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz & nicht-Schweiz,Bio,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen, Basis Eigenerhebung Detailhandel Standardprodukte"
2022,Eier,Schaleneier,Verbilligungsaktion,"Verbilligungsaktion, eingesetzte Mittel",Preis,4.15,4.15,Stück,Rappen,exkl. MwSt,Schweiz,Produktion,"Produktion, nicht weiter definiert",NA,Schweiz,"Boden, Freiland & Bio",roh,NA,"Verbilligungsaktion, Ist","BLW, Fachbereich Marktanalysen"
2022,"Brotgetreide, Mehl, Backwaren",Mehl,Vollkornmehl,"Vollkornmehl, nicht bio",Preis,2.46,2.46,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz & nicht-Schweiz,Nicht-Bio,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen, Basis Eigenerhebung Detailhandel Standardprodukte"
2022,Milch und Milchprodukte,Rohmilch,Rohmilch CH,Segment A,Preis,74.6459,74.6459,kg,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Schweiz,Konventionell,NA,Segment A,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Milch und Milchprodukte,Rohmilch,Rohmilch CH,"Milch CH, total",Preis,73.4819,73.4819,kg,Rappen,exkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Schweiz,NA,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
2022,Milch und Milchprodukte,Butter,Bratbutter,Bratbutter,Preis,20.25,20.25,kg,CHF,inkl. MwSt,Schweiz,Konsum,Ab Detailhandel,NA,Schweiz,Konventionell,NA,NA,NA,"BLW, Fachbereich Marktanalysen"
2022,Eier,Schaleneier,"Schaleneier, Import","Verarbeitungseier, Import",Preis,14.56,14.56,Stück,Rappen,inkl. MwSt,Schweiz,Import,Import,Import,Nicht-Schweiz,NA,roh,"Zwischenprodukt zur Weiterverarbeitung (menschlicher Verzehr), nicht weiter definiert",Realisierter Wert,"BLW, eKontingente"
2022,Milch und Milchprodukte,Rohmilch,Rohmilch CH,Verkäste Milch (konv.),Preis,85.6268,85.6268,kg,Rappen,inkl. MwSt,Schweiz,Produktion,Ab Hof (Stufe Produktion),NA,Region 1,Konventionell,NA,NA,Realisierter Wert,"BLW, Fachbereich Marktanalysen"
